$conditionInfo$date$reviewer$Effectiveness$Satisfaction$Ease of Use$Comment
0$Condition: Attention Deficit Disorder with Hyperactivity$1/25/2019 10:02:18 PM$Reviewer: Galwaygirl, 25-34 on Treatment for 2 to less than 5 years (Patient) $5$5$5$Been rx'd adhd meds since the 3rd grade. 20mg x 2 when I wake up. This has been the best by far for the longest too. Still have to be diligent in eating big breakfast bc no Appetite during day n blood sugar can drop but dnt have the crash after its worn off which many others can. Feels like it stays working steadily as it should from about 630am to 330-4pm. Does make ya have to #2 some mrngs when it first starts to kick in but nothing crazy. Important to take as prescribed or your sleep and eating will go downhill quick
1$Condition: Attention Deficit Disorder with Hyperactivity$1/19/2019 1:02:53 PM$Reviewer: Cambria7, 25-34 on Treatment for 6 months to less than 1 year (Patient) $5$5$5$I was first prescribed 20mg Adderall Instant Release 3x daily and had bad headaches, lower-back pain and it was only effective for about 2-3 hrs. It almost quit working altogether over the course of the next couple weeks. The following month my doc put me on the 20mg XR twice daily and now I've not had any negative side effects except for occasional insomnia. I definitely recommend the XR over IR.
2$Condition: Attention Deficit Disorder with Hyperactivity$11/14/2018 10:13:32 PM$Reviewer: ADDisnotgreat, 35-44 on Treatment for 2 to less than 5 years (Patient) $4$4$4$ You are tempted to up the dosage as result of developing tolerance. I found it useful to reduce the dosage every few days or not take one at all. My biggest disappoint is that the XR doesn't extend the release that much slower than the standard pill. 
3$Condition: Attention Deficit Disorder with Hyperactivity$11/3/2018 12:02:26 AM$Reviewer: Triz34, 25-34 Male  on Treatment for 5 to less than 10 years (Patient) $4$3$4$**WARNING I wish I was givin**Worked well at first because It made me feel limitless literally  but soon it stopped working so I decided to make the worst decision of my life and up my dose. Of course I got that feeling again and fast forward 8 years later and multiple rehab trips  Iâ??m still battling adderall addiction.
4$Condition: Attention Deficit Disorder with Hyperactivity$9/29/2018 7:43:46 PM$Reviewer: Kranjjaol.com, 65-74 Female  on Treatment for 10 years or more (Patient) $5$5$5$
5$Condition: Attention Deficit Disorder with Hyperactivity$7/16/2018 1:36:18 PM$Reviewer: RandMart3, 65-74 Male  on Treatment for 1 to less than 2 years (Patient) $4$5$5$Actually, my reason for taking this medication is that I have ADD. I'm not Hyperactive, but that was the only choice I was given. I am so glad that I was diagnosed and I was able to start this medication The only reason that I didn't give it 5 stars for effectiveness is because I think that I should be on the next higher dose! Taking this medication has turned my life around. Before my ADD caused so many problems in my home life that my wife and I almost split up. I had a lot of problems finishing things that I started or remembering to do something because my mind would wander. Now I am able to stay on task and finish what I start. I only wish that I would have been diagnosed with this problem about 40 years ago. I wonder how it would have changed my working career?
6$Condition: Attention Deficit Disorder with Hyperactivity$10/13/2017 8:08:35 AM$Reviewer: Carol62, 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $4$3$5$I seem to get RLS in my legs when I take Adderral
7$Condition: Attention Deficit Disorder with Hyperactivity$5/17/2017 6:14:50 PM$Reviewer: Tracey, 25-34 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$Adderall is used to treat Attention Deficit Hyperactivity Disorder (ADHD) and narcolepsy. I have personal experience with the Adderall is absolutely great for me! This medication has completely changed my life. Adderall Control behavior problems, Improves concentration and ability to focus on your work and have many other benefits.
8$Condition: Attention Deficit Disorder with Hyperactivity$2/11/2017 10:34:26 PM$Reviewer: Anthony, 55-64 on Treatment for 1 to less than 2 years (Patient) $5$5$5$I'm 62 now and just started using Adderall at age 60. I have tried Many drugs over the years. The only thing that would help me before Adderall was Cylert. But Cylert is no longer a choice. When I first took Adderall I couldn't believe it. How I felt, how I communicated, how my attention span increased along with my focus. I just wish this drug was available to me growing up, would have made my life much easier. I take 20 mills. most days. There are some days I will not take any. Other than a little restless at night, I have had no side affects. I take no other medication and feel good now while understanding things more clearly.
9$Condition: Attention Deficit Disorder with Hyperactivity$12/14/2016 11:48:07 AM$Reviewer: Boston, 25-34 Male  on Treatment for 5 to less than 10 years (Patient) $5$5$5$Other meds have not helped, but everyone is different.  For me a more stimulant med was the solution.  Over time the dosage has become less effective though
10$Condition: Attention Deficit Disorder with Hyperactivity$8/4/2016 2:26:20 AM$Reviewer: Aj hoke, 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $4$5$4$I was put on this medication for ADHD. This medication has been a life savor. I don't take it often bc I don't need it all the time but my husband has pointed out that I am a different person when I'm taking it. I started reading and i think it helped with some depression I didn't realize I had. But I also up and downs of being tired and awake. I do notice the effects wear off quick. So I just take it a little later in the day.
11$Condition: Attention Deficit Disorder with Hyperactivity$7/2/2016 3:43:44 PM$Reviewer: 25-34 Female  on Treatment for 6 months to less than 1 year (Patient) $4$4$3$It works for me, my mood is more regulated, I can pay attention and I don't interrupt as much. However, I think it's important to realize that this drug won't make you a super student - It allows me the capacity to develop the habits of a good student that ADHD had prevented me from creating. I do find the XR doesn't last as long as promised, (currently on 20mg) so I take 5mg IR mid morning and 5mg in the afternoon. I rated it a lower usability scale, because getting a refill is a hassel. I have to pick up a physical paper prescription from my doctor's office to give to the pharmecy, then the pharmacy has to fill it and it takes longer because it is a controlled substance. It's a 2-3 hour ordeal sometimes. 
12$Condition: Attention Deficit Disorder with Hyperactivity$4/28/2016 3:22:38 PM$Reviewer: DanielleS, 35-44 on Treatment for 1 to 6 months (Patient) $3$2$3$There is a honemoon phase with these. First effective. But once your body adjusts, there is an up and down feeling through the day. Tired, awake, tired,awake. The second issue is that they dont last as long as it supposed to. If you have an early start to your work week, dont bother taking them until late morning. Even after diet changes,exercise,supplements, and restful night sleep, It is still a luck of the draw how effect the XR will work that day. 
13$Condition: Attention Deficit Disorder with Hyperactivity$12/12/2015 1:43:26 PM$Reviewer: Zina1186, 25-34 on Treatment for 6 months to less than 1 year (Patient) $5$5$5$I went from having a terrible time in college focusing and remembering anything. I was getting strait Cs across the board, but now with the medication I'm getting all As wish I started sooner.
